,Stock_Name,Open,High,Low,Close,Adj Close,Volume,Date
0,ABCB,49.049999,49.049999,48.0,48.099998,44.888012,121200.0,2017-07-10T00:00:00
1,ABCB,48.049999,48.400002,47.150002,47.799999,44.608036,245400.0,2017-07-11T00:00:00
2,ABCB,47.650002,48.200001,46.939999,47.200001,44.048115,191700.0,2017-07-12T00:00:00
3,ABCB,47.400002,47.75,46.900002,47.25,44.094776,131100.0,2017-07-13T00:00:00
4,ABCB,46.799999,46.98,46.049999,46.75,43.628166,444100.0,2017-07-14T00:00:00
5,ABCB,46.700001,47.25,46.450001,46.849998,43.721478,186900.0,2017-07-17T00:00:00
6,ABCB,46.450001,47.049999,46.200001,46.799999,43.674812,97800.0,2017-07-18T00:00:00
7,ABCB,46.799999,47.349998,46.650002,47.099998,43.954784,81900.0,2017-07-19T00:00:00
8,ABCB,47.099998,47.700001,46.799999,47.150002,44.001457,112200.0,2017-07-20T00:00:00
9,ABCB,51.25,51.279999,46.349998,46.950001,43.814804,218100.0,2017-07-21T00:00:00
10,ABCB,46.299999,47.25,46.150002,47.099998,43.954784,254500.0,2017-07-24T00:00:00
11,ABCB,47.5,47.849998,46.900002,47.200001,44.048115,186300.0,2017-07-25T00:00:00
12,ABCB,47.25,47.25,45.950001,45.950001,42.881588,135100.0,2017-07-26T00:00:00
13,ABCB,46.0,46.450001,45.470001,46.150002,43.068226,142300.0,2017-07-27T00:00:00
14,ABCB,46.0,46.200001,45.400002,45.75,42.694935,102000.0,2017-07-28T00:00:00
15,ABCB,45.799999,46.299999,45.049999,45.799999,42.7416,142700.0,2017-07-31T00:00:00
16,ABCB,46.099998,47.049999,45.849998,46.549999,43.441521,117200.0,2017-08-01T00:00:00
17,ABCB,46.400002,46.599998,45.75,45.799999,42.7416,221600.0,2017-08-02T00:00:00
18,ABCB,45.700001,46.150002,45.380001,45.450001,42.414978,111100.0,2017-08-03T00:00:00
19,ABCB,45.849998,46.549999,45.599998,46.25,43.161549,120000.0,2017-08-04T00:00:00
20,ABCB,46.299999,46.299999,45.25,45.349998,42.321648,195600.0,2017-08-07T00:00:00
21,ABCB,45.150002,46.299999,45.0,45.650002,42.601612,97800.0,2017-08-08T00:00:00
22,ABCB,45.099998,45.849998,44.68,44.849998,41.855042,142700.0,2017-08-09T00:00:00
23,ABCB,44.400002,44.599998,43.599998,43.650002,40.735176,105200.0,2017-08-10T00:00:00
24,ABCB,43.950001,44.049999,42.98,43.25,40.361877,122000.0,2017-08-11T00:00:00
25,ABCB,43.5,45.150002,43.5,45.099998,42.088341,235200.0,2017-08-14T00:00:00
26,ABCB,45.400002,45.599998,44.75,44.849998,41.855042,168600.0,2017-08-15T00:00:00
27,ABCB,45.0,45.25,44.599998,45.0,41.995026,122000.0,2017-08-16T00:00:00
28,ABCB,44.849998,45.0,43.450001,43.599998,40.688503,187700.0,2017-08-17T00:00:00
29,ABCB,43.25,43.700001,43.150002,43.349998,40.455196,638800.0,2017-08-18T00:00:00
30,ABCB,43.349998,43.599998,42.799999,43.450001,40.548531,108600.0,2017-08-21T00:00:00
31,ABCB,43.700001,43.950001,43.450001,43.75,40.828491,76600.0,2017-08-22T00:00:00
32,ABCB,43.299999,44.25,43.299999,43.700001,40.781837,67300.0,2017-08-23T00:00:00
33,ABCB,44.0,44.900002,43.650002,44.400002,41.435093,215100.0,2017-08-24T00:00:00
34,ABCB,44.599998,44.75,43.950001,44.400002,41.435093,108200.0,2017-08-25T00:00:00
35,ABCB,44.549999,44.549999,44.049999,44.25,41.295113,99600.0,2017-08-28T00:00:00
36,ABCB,43.700001,44.0,43.5,43.799999,40.875156,85300.0,2017-08-29T00:00:00
37,ABCB,43.75,44.099998,43.5,43.650002,40.735176,94300.0,2017-08-30T00:00:00
38,ABCB,43.799999,44.299999,43.580002,44.049999,41.108459,131500.0,2017-08-31T00:00:00
39,ABCB,44.099998,44.900002,44.049999,44.75,41.761723,153900.0,2017-09-01T00:00:00
40,ABCB,44.450001,44.450001,43.330002,43.349998,40.455196,277600.0,2017-09-05T00:00:00
41,ABCB,43.849998,43.849998,42.75,42.799999,39.941933,111000.0,2017-09-06T00:00:00
42,ABCB,42.75,42.75,41.18,41.400002,38.635426,89300.0,2017-09-07T00:00:00
43,ABCB,41.599998,42.549999,41.25,41.950001,39.148689,129900.0,2017-09-08T00:00:00
44,ABCB,42.400002,43.25,42.400002,42.900002,40.035263,116400.0,2017-09-11T00:00:00
45,ABCB,43.099998,43.400002,41.049999,43.25,40.361877,233700.0,2017-09-12T00:00:00
46,ABCB,43.200001,43.799999,43.099998,43.549999,40.64185,121300.0,2017-09-13T00:00:00
47,ABCB,43.5,43.75,43.049999,43.200001,40.315224,68000.0,2017-09-14T00:00:00
48,ABCB,43.200001,43.48,42.700001,43.349998,40.455196,479700.0,2017-09-15T00:00:00
49,ABCB,43.450001,43.900002,43.349998,43.799999,40.875156,122600.0,2017-09-18T00:00:00
50,ABCB,43.700001,44.150002,43.599998,44.0,41.06181,102600.0,2017-09-19T00:00:00
51,ABCB,44.049999,45.25,43.650002,45.099998,42.088341,152900.0,2017-09-20T00:00:00
52,ABCB,45.049999,45.950001,45.049999,45.799999,42.7416,183900.0,2017-09-21T00:00:00
53,ABCB,45.75,45.849998,45.299999,45.400002,42.368305,187700.0,2017-09-22T00:00:00
54,ABCB,45.299999,45.650002,44.849998,45.150002,42.135006,156600.0,2017-09-25T00:00:00
55,ABCB,45.200001,45.549999,44.799999,45.450001,42.414978,166600.0,2017-09-26T00:00:00
56,ABCB,45.900002,47.650002,45.799999,47.150002,44.001457,274500.0,2017-09-27T00:00:00
57,ABCB,47.5,48.549999,47.150002,47.900002,44.796375,425600.0,2017-09-28T00:00:00
58,ABCB,47.799999,48.599998,47.799999,48.0,44.889893,251100.0,2017-09-29T00:00:00
59,ABCB,48.0,48.799999,47.400002,48.75,45.591293,265200.0,2017-10-02T00:00:00
60,ABCB,49.049999,49.049999,48.0,48.5,45.357502,215600.0,2017-10-03T00:00:00
61,ABCB,48.450001,48.450001,48.0,48.349998,45.217216,217400.0,2017-10-04T00:00:00
62,ABCB,48.299999,49.150002,47.560001,48.650002,45.497776,164700.0,2017-10-05T00:00:00
63,ABCB,48.650002,49.43,48.650002,49.400002,46.199188,177000.0,2017-10-06T00:00:00
64,ABCB,49.400002,49.950001,49.0,49.849998,46.620029,239300.0,2017-10-09T00:00:00
